transaction_id,transaction_amount,hour_of_day,prev_transactions,distance_from_home,is_first_transaction
T003501,3.616371032719499,2.0,3.0,,0.0
T003502,21.60702873172721,1.0,0.0,1.5291645162099965,0.0
T003503,80.80626293346086,2.0,2.0,7.591973020180243,0.0
T003504,16.27652697733774,2.0,16.0,32.02873643363986,0.0
T003505,32.20148275700181,2.0,0.0,5.069974287632164,0.0
T003506,117.85562857558732,2.0,4.0,41.7028992532168,0.0
T003507,76.84193189573006,3.0,0.0,,
T003508,,1.0,9.0,16.536608900716494,0.0
T003509,73.23359070230387,3.0,1.0,7.09253030723132,0.0
T003510,121.03498155092394,1.0,3.0,71.30392444875505,0.0
T003511,61.04902892400072,3.0,7.0,93.34001014810156,0.0
T003512,30.210539890375745,1.0,2.0,16.458258840144488,0.0
T003513,152.8907090410398,2.0,8.0,28.406697844665175,0.0
T003514,118.85501969510932,3.0,4.0,42.87325438548553,0.0
T003515,68.49875102330529,1.0,4.0,38.20075068277279,0.0
T003516,105.8289256006232,2.0,4.0,19.878519581633007,0.0
T003517,75.17341322590156,3.0,6.0,16.37697120397327,0.0
T003518,53.771794281095005,2.0,2.0,26.530892179402404,0.0
T003519,85.4094365542228,3.0,0.0,18.563645465313577,0.0
T003520,217.18270264063125,2.0,3.0,62.63359943372882,0.0
T003521,141.67644808044622,3.0,1.0,3.760935157238051,1.0
T003522,168.1281426356226,3.0,6.0,2.407185735748479,0.0
T003523,36.53347517266504,2.0,,19.4471999830564,1.0
T003524,171.22479106234738,1.0,4.0,26.66602072402503,0.0
T003525,11.475943111196102,3.0,4.0,15.11199845300827,0.0
T003526,100.90084360222232,2.0,0.0,6.986317502127906,1.0
T003527,99.74466839863877,3.0,8.0,5.921277380050522,0.0
T003528,,2.0,20.0,,0.0
T003529,48.79857045568102,1.0,0.0,19.583692854611964,0.0
T003530,105.32151138459484,2.0,2.0,12.196280782466436,0.0
T003531,109.48530838051978,2.0,1.0,6.262907888396323,0.0
T003532,103.46849013290348,2.0,0.0,44.37421534319939,0.0
T003533,140.47972179859428,3.0,4.0,1.5081325228084892,0.0
T003534,75.80570829728393,3.0,,51.2278080364914,0.0
T003535,78.37209060901895,2.0,1.0,23.54424268164168,0.0
T003536,82.74176472751017,2.0,15.0,18.47490963348239,0.0
T003537,134.01101802383454,2.0,0.0,33.58686136926241,0.0
T003538,66.8549541224526,2.0,,10.345653657737213,
T003539,58.285909498268765,2.0,0.0,23.44586507462821,0.0
T003540,76.29109124480175,3.0,4.0,6.1558511914414815,0.0
T003541,42.91554429332475,3.0,5.0,0.1009640138274456,0.0
T003542,82.63488555210785,2.0,4.0,8.333940372029247,0.0
T003543,104.35082401961932,3.0,2.0,51.066435943590925,
T003544,,3.0,2.0,56.68651353572682,0.0
T003545,,1.0,4.0,5.804001539209204,0.0
T003546,87.36183724519073,2.0,,53.4481148412832,0.0
T003547,181.62056519658177,3.0,2.0,25.73945836237323,0.0
T003548,2.6328762929592813,2.0,1.0,47.27743201783208,0.0
T003549,85.1218248320004,3.0,17.0,10.73216217458043,0.0
T003550,77.04548448905041,3.0,5.0,29.92479139046103,0.0
T003551,91.86035469638529,3.0,17.0,8.34679003673497,1.0
T003552,109.06255813010252,2.0,1.0,217.1874904958184,0.0
T003553,107.14715473818534,3.0,2.0,17.832939183506888,0.0
T003554,113.91743173223348,3.0,1.0,33.028705423524094,0.0
T003555,70.38795775935927,3.0,3.0,13.82111333415217,0.0
T003556,100.69646459564731,1.0,6.0,64.60764029378869,0.0
T003557,93.5670276823972,3.0,15.0,12.351717995078737,0.0
T003558,89.71860731783762,2.0,4.0,2.66934890133446,
T003559,152.69457761479416,2.0,0.0,12.255442283218056,0.0
T003560,71.44105051086015,3.0,2.0,24.289546814031624,0.0
T003561,64.17132557879475,2.0,2.0,25.77530902899422,0.0
T003562,87.8308010312491,1.0,1.0,,0.0
T003563,72.52298627022326,2.0,0.0,10.11898154680363,0.0
T003564,104.12198764672516,2.0,1.0,28.439321143120196,1.0
T003565,,2.0,5.0,48.54629111822991,0.0
T003566,108.029471658588,,0.0,28.31006961832132,0.0
T003567,138.54011099939856,3.0,0.0,36.23126598432881,0.0
T003568,145.94574273291647,1.0,11.0,8.433309180469161,0.0
T003569,87.56920731166613,2.0,5.0,58.51035552906425,0.0
T003570,108.98111363159616,2.0,7.0,,0.0
T003571,55.471559470449286,2.0,0.0,13.024521541587964,0.0
T003572,,3.0,13.0,21.50639006203267,0.0
T003573,137.89609249618098,1.0,,18.905048509020265,0.0
T003574,,3.0,0.0,69.75508584746629,0.0
T003575,132.27420905705378,1.0,5.0,15.63950292643836,0.0
T003576,124.46272675381638,3.0,9.0,5.064439524339126,0.0
T003577,62.21274202535776,3.0,14.0,14.859597434416283,0.0
T003578,2.921609968988932,2.0,1.0,19.225506507654487,0.0
T003579,164.05081808675564,3.0,0.0,2.898043933697652,0.0
T003580,1.0,2.0,,13.51262411175233,1.0
T003581,88.67579505750841,3.0,5.0,42.31504141318097,0.0
T003582,111.71073662682603,1.0,1.0,47.84264120431638,0.0
T003583,116.13592801690449,2.0,9.0,21.95519009976094,0.0
T003584,140.67586086848348,2.0,1.0,2.5402717599901163,0.0
T003585,131.4814420961806,3.0,0.0,15.168216911703508,1.0
T003586,145.67923131166248,3.0,0.0,31.42518878882765,0.0
T003587,67.65316111472131,3.0,0.0,12.854143620082796,0.0
T003588,1.0,2.0,1.0,42.39385748929988,0.0
T003589,96.86758889390892,2.0,1.0,9.728961153503644,1.0
T003590,90.2304824411488,1.0,7.0,,0.0
T003591,47.468833908609945,2.0,5.0,16.487352979827165,0.0
T003592,106.10049073226809,2.0,0.0,56.73575884765517,0.0
T003593,154.3855213078933,3.0,3.0,58.04700013141976,0.0
T003594,105.03955363224031,2.0,,38.18743669157887,0.0
T003595,115.92605023994372,3.0,3.0,7.684006140236843,0.0
T003596,119.78994243548736,2.0,5.0,13.551301136255086,0.0
T003597,59.5309589458623,2.0,,0.9886244947945534,0.0
T003598,59.710017255789765,3.0,,0.9021751526662446,1.0
T003599,34.85776182376273,2.0,1.0,0.9799643703597752,0.0
T003600,159.28520773314983,3.0,4.0,7.980319118597652,0.0
T003601,61.87910246985428,3.0,8.0,15.246362518579875,0.0
T003602,20.71871466152037,2.0,7.0,4.095352133661703,0.0
T003603,74.71266478690316,3.0,4.0,32.08419148640599,0.0
T003604,76.73447716099733,1.0,8.0,7.312952333984153,0.0
T003605,41.02701677461098,2.0,5.0,14.781105442899234,0.0
T003606,111.63933714700818,2.0,12.0,3.902977337968349,0.0
T003607,84.24590360455383,2.0,3.0,36.76061546008864,0.0
T003608,165.30361019358145,1.0,5.0,26.26441625035096,0.0
T003609,137.46412784397256,2.0,2.0,38.353607517044416,0.0
T003610,73.34547989920834,2.0,0.0,0.108342889728778,0.0
T003611,57.16139530866036,3.0,0.0,4.32921174517555,0.0
T003612,103.66683723890684,2.0,8.0,46.54854776921281,1.0
T003613,,2.0,2.0,40.118059875276266,0.0
T003614,102.27819405709492,2.0,3.0,9.496865181524718,0.0
T003615,115.80779785913892,3.0,1.0,23.89082005151443,0.0
T003616,30.572872308439443,3.0,10.0,15.80183645688348,0.0
T003617,116.5631715701782,1.0,0.0,12.778185563390515,0.0
T003618,104.35235341190857,1.0,5.0,19.34231139168954,0.0
T003619,98.02224230716725,3.0,0.0,12.204965485210469,0.0
T003620,127.57381376197615,1.0,13.0,0.150095228200193,0.0
T003621,90.54398046114832,2.0,4.0,153.04149506291594,0.0
T003622,98.0052808124144,2.0,,22.04898692772223,0.0
T003623,154.0390362777311,2.0,1.0,,0.0
T003624,1.2256114391431223,2.0,17.0,50.445207539305294,0.0
T003625,,1.0,4.0,13.52999402702982,0.0
T003626,166.43204141241156,3.0,3.0,,0.0
T003627,35.34292281206761,3.0,0.0,7.633987065859834,0.0
T003628,29.90744686038596,3.0,1.0,8.248640330612197,0.0
T003629,96.69336926870888,2.0,23.0,34.653727307337526,0.0
T003630,99.29505170466642,3.0,3.0,24.66458947519039,0.0
T003631,75.78708240345848,2.0,1.0,21.16814754196204,0.0
T003632,24.497939400737398,1.0,3.0,6.893726323102952,0.0
T003633,55.73756569378887,3.0,7.0,7.086989162563503,0.0
T003634,2.521914112281649,2.0,0.0,,0.0
T003635,140.1577371307011,2.0,2.0,11.725426316831324,
T003636,84.61108825234996,2.0,2.0,9.724197055353732,1.0
T003637,84.0076238372578,1.0,3.0,30.10106288239747,0.0
T003638,67.68863450780984,2.0,8.0,,0.0
T003639,144.3827712936918,3.0,0.0,68.40774721391496,0.0
T003640,119.56046636186969,2.0,10.0,64.01976450922345,0.0
T003641,121.07730417682806,2.0,0.0,43.40963843515528,0.0
T003642,,2.0,6.0,0.8389562236094522,0.0
T003643,140.66025933739886,2.0,2.0,30.750977294420384,0.0
T003644,229.39544867653424,2.0,,,0.0
T003645,169.6590628967453,2.0,0.0,59.2296699824738,0.0
T003646,68.63432770243486,2.0,7.0,50.65988993373847,1.0
T003647,50.57044464245413,2.0,3.0,26.548249619039957,0.0
T003648,120.87325449106476,,5.0,36.51908343716861,0.0
T003649,78.30632685104055,2.0,7.0,8.246455749664642,0.0
T003650,1.0,2.0,5.0,52.22199893882961,0.0
T003651,86.25773496651038,3.0,,24.28340949602563,0.0
T003652,67.15528605143021,3.0,9.0,11.093681810564588,0.0
T003653,199.3637999615404,,6.0,3.619435305647682,0.0
T003654,1.0,3.0,1.0,15.40572698258301,1.0
T003655,119.05791924413889,3.0,4.0,40.4835701428444,0.0
T003656,25.797166753783245,2.0,4.0,55.77494541742497,0.0
T003657,53.79685963294673,3.0,0.0,17.88204927485407,0.0
T003658,41.41728263412191,2.0,1.0,7.239838931483848,0.0
T003659,72.484742307729,2.0,,12.948757149876531,0.0
T003660,57.4732360626478,1.0,3.0,1.4743359853108076,0.0
T003661,103.4668580857674,2.0,3.0,58.4021426012895,0.0
T003662,167.7721400552748,2.0,20.0,72.54099785389378,0.0
T003663,97.68693913668288,3.0,6.0,2.263773307318598,0.0
T003664,96.7124869463506,2.0,0.0,,0.0
T003665,146.39200640406187,2.0,9.0,,1.0
T003666,108.0009112926394,3.0,14.0,17.47554321808472,0.0
T003667,104.141628525905,3.0,6.0,,1.0
T003668,171.02521436355318,3.0,5.0,68.48042030687958,0.0
T003669,71.68027043926384,2.0,1.0,13.505508645822651,0.0
T003670,74.16929006199462,2.0,2.0,,0.0
T003671,84.8324966261433,3.0,2.0,8.148768728598721,0.0
T003672,146.41228456721623,3.0,1.0,17.686880325645397,0.0
T003673,118.22807386777284,3.0,2.0,5.849996824288433,0.0
T003674,59.09005582888464,2.0,11.0,9.254081248628298,0.0
T003675,107.57015239758664,2.0,1.0,46.654423016736594,0.0
T003676,115.4416506299482,3.0,7.0,2.4332430463813064,0.0
T003677,22.60992218454844,2.0,,7.160295171729572,0.0
T003678,61.86376107168929,2.0,,21.17639909101215,0.0
T003679,1.0,3.0,1.0,31.776548142019735,0.0
T003680,123.77153412633118,3.0,13.0,13.264823943704362,
T003681,183.56737877187385,3.0,,51.42765475121133,0.0
T003682,72.81965519534737,3.0,14.0,25.789273014213283,0.0
T003683,1.835542608051284,3.0,4.0,32.439483947818765,0.0
T003684,33.361130126017514,2.0,0.0,1.092667854474609,0.0
T003685,133.27084118458893,2.0,0.0,5.587539979937814,0.0
T003686,139.32031059979082,3.0,1.0,4.143250556657742,0.0
T003687,151.34473091289573,2.0,2.0,61.21026831876535,0.0
T003688,43.99762887650639,2.0,12.0,59.07133829985629,0.0
T003689,140.69904300988705,2.0,8.0,10.409552376167332,0.0
T003690,178.96064077536957,2.0,1.0,2.043685889245489,0.0
T003691,113.2010040666835,3.0,9.0,41.76503037257268,0.0
T003692,97.72943910338807,3.0,6.0,138.12005010895777,0.0
T003693,15.632782644464484,2.0,3.0,8.442505904298123,0.0
T003694,146.78391965737305,,2.0,4.382163498553089,0.0
T003695,82.84038622512948,3.0,2.0,1.750995023267741,0.0
T003696,38.5408201099792,2.0,,9.957716344543536,0.0
T003697,125.26685738236742,2.0,2.0,7.286054553539111,0.0
T003698,139.89253506910694,2.0,,34.48819954829713,0.0
T003699,,3.0,1.0,27.663639200818345,0.0
T003700,69.32061973186028,3.0,15.0,7.002706521117638,0.0
T003701,1.0,3.0,,1.152964606061868,0.0
T003702,78.21177515146904,1.0,1.0,4.215114812869667,0.0
T003703,164.74927924084778,2.0,7.0,10.955632462670373,1.0
T003704,,3.0,0.0,9.3889671824056,0.0
T003705,84.08812361286898,,0.0,159.54073556938238,0.0
T003706,,3.0,3.0,31.79223381409477,0.0
T003707,125.41343198372948,2.0,,18.147560167721096,0.0
T003708,66.03846734035224,2.0,4.0,84.73119413859014,0.0
T003709,89.29248446444056,1.0,9.0,3.815161453340204,0.0
T003710,198.82202922577423,2.0,5.0,4.571573032490054,0.0
T003711,60.755084345888,2.0,0.0,24.316321026013423,0.0
T003712,124.60071402834492,2.0,5.0,6.384249352285135,0.0
T003713,99.27738645608603,3.0,,1.759880670146563,0.0
T003714,144.4518561139946,2.0,15.0,40.90248924924728,0.0
T003715,189.83326008375087,3.0,3.0,8.449612103170143,0.0
T003716,113.03368829119536,2.0,25.0,7.253488845245102,0.0
T003717,115.38063340945982,2.0,11.0,11.339974948216469,0.0
T003718,113.86884689790958,,1.0,6.045558825416593,0.0
T003719,30.899121565378124,1.0,1.0,1.5272780682254503,0.0
T003720,,2.0,0.0,2.1340642678792343,1.0
T003721,72.14347137138844,2.0,4.0,5.441664586170768,0.0
T003722,108.59196698967656,3.0,3.0,62.155477510488936,0.0
T003723,101.8968917723801,2.0,0.0,19.93066318637452,0.0
T003724,100.3940092347364,3.0,1.0,29.11877192228865,0.0
T003725,116.06786077251364,3.0,2.0,,
T003726,38.78508818553171,1.0,1.0,6.310230959722979,0.0
T003727,105.526765873697,2.0,1.0,2.2700002962816312,0.0
T003728,37.77567750555672,2.0,10.0,0.5817341371199344,0.0
T003729,197.6629568763284,3.0,0.0,22.176045001477245,0.0
T003730,,3.0,1.0,15.704517799361035,0.0
T003731,46.01318393620758,2.0,11.0,10.53970639067155,0.0
T003732,74.03018140869366,1.0,6.0,10.018199840263986,0.0
T003733,8.969834972574148,3.0,12.0,13.478423546761684,0.0
T003734,134.31300951872566,2.0,3.0,23.26991264078102,0.0
T003735,1.0,,8.0,66.58272138705698,0.0
T003736,117.18091447842306,3.0,4.0,10.48446270118841,0.0
T003737,89.04497355955678,3.0,8.0,45.50170713037891,0.0
T003738,183.88504070382203,3.0,,13.134446382008072,0.0
T003739,,2.0,2.0,9.069244976640082,0.0
T003740,,1.0,1.0,20.394862313383115,0.0
T003741,100.4394221316036,3.0,2.0,13.456558263074534,0.0
T003742,110.62870153161074,3.0,5.0,33.47800827442286,0.0
T003743,150.9461620044949,2.0,5.0,3.3361472278047546,1.0
T003744,159.7054701523686,2.0,1.0,6.819701177134628,0.0
T003745,30.01592476336569,3.0,18.0,80.59857040844489,0.0
T003746,28.492931101968367,2.0,11.0,,0.0
T003747,155.40914083687582,2.0,0.0,38.4818238091956,1.0
T003748,255.49592780026805,3.0,5.0,65.0877856240313,0.0
T003749,108.2701830149852,3.0,1.0,,0.0
T003750,106.82986977943762,3.0,10.0,26.29599128665316,0.0
T003751,24.851483580242345,2.0,0.0,36.91931911322695,0.0
T003752,117.08779878885797,2.0,,20.904024302201982,
T003753,124.45935650738318,3.0,5.0,52.69634037474988,0.0
T003754,103.39277552637016,3.0,,33.05338038292916,0.0
T003755,,1.0,8.0,33.84030036983853,0.0
T003756,188.40846465298915,2.0,2.0,38.709844224925945,0.0
T003757,118.38246464957108,1.0,11.0,20.08889776308892,0.0
T003758,61.05814785897826,3.0,5.0,9.199484248239044,0.0
T003759,176.4373925270454,3.0,25.0,133.62959468446704,0.0
T003760,127.59821296659138,3.0,32.0,11.501592889967965,0.0
T003761,144.20226981805249,2.0,,33.98055225827117,1.0
T003762,,2.0,0.0,76.23758524903643,0.0
T003763,99.42424559616776,1.0,5.0,1.1277261563589145,0.0
T003764,131.47647921109055,,0.0,12.049534597219498,0.0
T003765,191.4810100858044,2.0,4.0,34.60002634800753,0.0
T003766,109.81204703333604,3.0,1.0,1.5276855242467615,0.0
T003767,292.63657453273606,3.0,2.0,10.121707135313468,0.0
T003768,208.162736165273,3.0,3.0,25.39101805319565,0.0
T003769,1.0,2.0,0.0,16.92721679898076,0.0
T003770,84.23668330418721,2.0,6.0,37.66110494569666,0.0
T003771,151.62731021708288,1.0,4.0,15.782724179058205,0.0
T003772,72.56375461295193,3.0,2.0,137.77712045223038,0.0
T003773,86.01199157520828,2.0,4.0,50.731927449513705,0.0
T003774,141.20514484278527,,4.0,14.542864295559538,0.0
T003775,91.93571441669954,1.0,1.0,1.8650024281106343,0.0
T003776,128.4883640116102,1.0,5.0,6.183144116839432,0.0
T003777,133.56700382252328,1.0,3.0,111.718899670109,0.0
T003778,77.33757954884933,3.0,18.0,78.26705031417211,1.0
T003779,200.61352228503824,2.0,1.0,15.76777708782216,0.0
T003780,169.54861790007004,3.0,0.0,2.5434913947476767,0.0
T003781,55.13728142570842,3.0,2.0,78.44854772672817,0.0
T003782,,3.0,4.0,8.26007391268046,0.0
T003783,110.93296533786489,1.0,0.0,77.57074381280908,0.0
T003784,38.37298443898599,2.0,4.0,30.36782377032297,1.0
T003785,123.60011354596372,2.0,,5.093855502385298,0.0
T003786,62.87647071509759,3.0,6.0,14.85886118754109,0.0
T003787,28.851253736916348,3.0,0.0,46.874397610914855,0.0
T003788,110.56982837353294,1.0,12.0,53.31298086210104,0.0
T003789,1.0,3.0,6.0,14.453506817000797,0.0
T003790,110.9651168600218,1.0,,15.707418980317575,0.0
T003791,123.46337949042632,1.0,2.0,1.1684119305637242,0.0
T003792,1.0,3.0,3.0,46.020537881988815,1.0
T003793,117.98694875633942,2.0,2.0,7.863017086515126,1.0
T003794,80.68387622764122,3.0,2.0,6.713614069480266,0.0
T003795,122.424272709822,2.0,7.0,71.31190675500568,0.0
T003796,186.23483248805545,1.0,3.0,26.04653015466061,0.0
T003797,86.7727050647639,3.0,1.0,38.23656938402367,0.0
T003798,155.35403346434865,2.0,8.0,4.563098407728291,0.0
T003799,69.01139358730612,2.0,0.0,9.790537999205204,0.0
T003800,121.39071975764516,3.0,1.0,,0.0
T003801,33.069710013837565,3.0,1.0,,0.0
T003802,1.0,3.0,1.0,27.218659139462552,0.0
T003803,76.93664747508464,2.0,1.0,3.393087168891729,0.0
T003804,98.6347730245034,3.0,1.0,50.0787636985345,0.0
T003805,117.0575987408322,2.0,3.0,,0.0
T003806,72.38884778595144,2.0,3.0,42.10359467194917,0.0
T003807,65.38246128831028,3.0,10.0,27.298315825421408,0.0
T003808,116.27889083935352,1.0,3.0,75.74272348339414,0.0
T003809,70.9108983303973,3.0,5.0,42.38707812175389,0.0
T003810,54.79658551319999,2.0,7.0,3.234365702226061,0.0
T003811,44.594377087056536,2.0,1.0,8.569974559169607,0.0
T003812,64.09676081908678,2.0,1.0,,0.0
T003813,149.72236877544535,3.0,5.0,25.074505847116217,0.0
T003814,145.67368660087033,2.0,6.0,14.822967813028075,0.0
T003815,54.71338495686906,2.0,8.0,12.317662411119914,1.0
T003816,122.47369564161534,1.0,,25.65634393443637,0.0
T003817,,1.0,5.0,35.226818371749566,0.0
T003818,99.53557192160922,2.0,2.0,19.51663365698777,0.0
T003819,42.31538593300708,2.0,2.0,20.053061391021863,
T003820,119.62079835893834,3.0,5.0,35.2313922295473,0.0
T003821,104.13864518927129,3.0,3.0,0.911602645217184,0.0
T003822,1.0,1.0,2.0,3.5245578210359425,0.0
T003823,72.38693739436957,2.0,6.0,19.69400923252987,0.0
T003824,95.0577399380347,2.0,8.0,12.010031039898044,1.0
T003825,54.59879622393945,3.0,1.0,42.60728590772499,0.0
T003826,141.97342522592024,,7.0,,0.0
T003827,79.50993781032335,2.0,6.0,28.43777289497238,1.0
T003828,124.83570765056164,1.0,,59.65865439330811,1.0
T003829,22.85992423951771,2.0,0.0,10.777686940146712,0.0
T003830,82.3157120216497,3.0,1.0,47.44436883973,0.0
T003831,58.24285491849885,,1.0,18.89501230135436,0.0
T003832,72.68777758737586,3.0,2.0,32.58227165895114,0.0
T003833,83.46125519884737,3.0,0.0,52.35795786279106,0.0
T003834,76.67129643986117,3.0,2.0,50.79738892665539,0.0
T003835,142.238718789085,2.0,1.0,7.52232330224776,0.0
T003836,162.34458577673598,1.0,2.0,55.13843287910923,1.0
T003837,43.69730195444749,3.0,2.0,17.098040698048262,1.0
T003838,14.343273545456128,2.0,7.0,11.168357580059125,1.0
T003839,43.30848215968229,2.0,2.0,25.47414073733888,0.0
T003840,,2.0,12.0,34.911317415342324,0.0
T003841,46.45537509694439,3.0,1.0,4.3241786749524325,0.0
T003842,154.50917355102234,3.0,0.0,33.63134348757784,1.0
T003843,165.7754145470052,3.0,0.0,,0.0
T003844,180.6110314127712,2.0,8.0,,0.0
T003845,,1.0,8.0,95.35140170053192,0.0
T003846,78.71221976742048,3.0,0.0,5.166786395618408,0.0
T003847,110.04225465578548,,0.0,6.843035618589667,0.0
T003848,113.35251329346296,2.0,29.0,3.720762920824461,0.0
T003849,114.67789660833148,2.0,8.0,3.7498578953124007,0.0
T003850,126.54878309820452,3.0,25.0,33.90832451681119,0.0
T003851,,3.0,10.0,22.992533893439926,0.0
T003852,13.709663560470162,3.0,5.0,,0.0
T003853,83.29613845100297,1.0,1.0,7.684256316754276,0.0
T003854,43.50750713907201,3.0,5.0,,0.0
T003855,85.7452871478993,3.0,1.0,,0.0
T003856,39.15516448299165,1.0,0.0,120.53781668885544,0.0
T003857,146.29875503573084,1.0,1.0,56.25235335627372,0.0
T003858,141.0116199152992,2.0,12.0,1.7815446716417975,0.0
T003859,76.21022779975495,,4.0,31.825138174637768,0.0
T003860,180.8150021360958,2.0,4.0,7.251338066665239,1.0
T003861,135.41072116282783,3.0,1.0,38.71452025217527,1.0
T003862,53.89173379111873,2.0,9.0,5.840918699802996,0.0
T003863,125.50621806250376,3.0,12.0,21.833806480099703,0.0
T003864,46.78899965913256,3.0,3.0,5.652071452526696,0.0
T003865,202.10889552673652,1.0,4.0,51.84630587544861,0.0
T003866,116.8801331037601,2.0,10.0,54.10340215631098,0.0
T003867,83.75843082456888,2.0,1.0,16.277635096863328,0.0
T003868,144.74621884722205,2.0,7.0,23.633583448456186,0.0
T003869,226.3466212936811,3.0,,32.515086683284075,0.0
T003870,1.2266716823064314,1.0,2.0,44.00407009035611,0.0
T003871,72.60473478965325,1.0,32.0,28.670844341147937,0.0
T003872,132.0421430633505,1.0,0.0,46.33883888162519,0.0
T003873,,2.0,3.0,25.60781148543276,0.0
T003874,119.34042603446014,3.0,,,0.0
T003875,136.67739067529328,2.0,12.0,31.74739085573589,1.0
T003876,56.69125758927496,3.0,0.0,9.695859258590882,0.0
T003877,68.18881436740351,2.0,8.0,28.671985355164605,0.0
T003878,128.65639066206,2.0,5.0,8.051927963794988,1.0
T003879,11.96186204220912,,1.0,1.4698202452119224,0.0
T003880,74.09654902624716,2.0,11.0,15.003468606507605,
T003881,88.14940149936861,2.0,2.0,48.67508702767663,0.0
T003882,70.15128566394631,3.0,5.0,8.239179276849944,0.0
T003883,114.29326953624523,3.0,3.0,1.433438953730086,0.0
T003884,86.2598847623656,3.0,8.0,17.646916744225255,1.0
T003885,46.88032359265601,2.0,4.0,3.969330511136062,0.0
T003886,108.23804206182584,3.0,7.0,37.17084668726204,0.0
T003887,101.43877820404992,2.0,0.0,29.824574252478996,0.0
T003888,125.13724037454074,1.0,1.0,1.4755210922786743,0.0
